event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,prefix,split
PersonX puts it in the oven,[],[],[],"[""capable"", ""careful""]",[],[],[],[],[],"[""puts"", ""oven""]",tst
PersonX puts it in the oven,[],[],[],"[""diligent"", ""careful""]",[],[],[],[],[],"[""puts"", ""oven""]",tst
PersonX puts it in the oven,[],[],[],"[""capable"", ""focused""]",[],[],[],[],[],"[""puts"", ""oven""]",tst
PersonX spills coffee,[],"[""none""]",[],[],[],"[""none""]",[],"[""burned his hand""]",[],"[""spills"", ""coffee""]",tst
PersonX spills coffee,[],"[""angry"", ""mad""]",[],[],[],"[""none""]",[],"[""sorry to spill the coffee to a person"", ""angry because x has to get new coffee""]",[],"[""spills"", ""coffee""]",tst
PersonX spills coffee,[],"[""none""]",[],[],[],"[""none""]",[],"[""hurt"", ""angry"", ""embarrassed""]",[],"[""spills"", ""coffee""]",tst
PersonX spills coffee,"[""none""]",[],[],[],"[""GET IRRITED"", ""TENSED""]",[],[],[],[],"[""spills"", ""coffee""]",tst
PersonX spills coffee,"[""none""]",[],[],[],"[""cleans up the mess"", ""gets more coffee""]",[],[],[],[],"[""spills"", ""coffee""]",tst
PersonX spills coffee,"[""none""]",[],[],[],"[""jumps up in shock"", ""get burned""]",[],[],[],[],"[""spills"", ""coffee""]",tst
PersonX spills coffee,[],[],"[""none""]",[],[],[],"[""to make it"", ""to put it in a mug""]",[],"[""to clean it off the floor"", ""to make a new pot""]","[""spills"", ""coffee""]",tst
PersonX spills coffee,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to clean the coffee"", ""to make a new glass""]","[""spills"", ""coffee""]",tst
PersonX spills coffee,[],[],[],"[""clumsy"", ""graceless"", ""ungainly"", ""awkward""]",[],[],[],[],[],"[""spills"", ""coffee""]",tst
PersonX spills coffee,[],[],[],"[""careless"", ""uncoordinated""]",[],[],[],[],[],"[""spills"", ""coffee""]",tst
PersonX catches the bus,[],"[""none""]",[],[],[],"[""go somewhere""]",[],"[""happy"", ""ready""]",[],"[""catches"", ""bus""]",tst
PersonX catches the bus,[],"[""none""]",[],[],[],"[""to save gas""]",[],"[""responsible""]",[],"[""catches"", ""bus""]",tst
PersonX catches the bus,[],"[""none""]",[],[],[],"[""on time"", ""on the move"", ""moving""]",[],"[""accomplished"", ""relieved""]",[],"[""catches"", ""bus""]",tst
PersonX catches the bus,"[""none""]",[],[],[],"[""goes to work"", ""sits at his desk""]",[],[],[],[],"[""catches"", ""bus""]",tst
PersonX catches the bus,"[""none""]",[],[],[],"[""PersonX arrives on tip"", ""PersonX pays the fare""]",[],[],[],[],"[""catches"", ""bus""]",tst
PersonX catches the bus,"[""none""]",[],[],[],"[""transports with the bus"", ""reaches destination by bus"", ""gets off the bus""]",[],[],[],[],"[""catches"", ""bus""]",tst
PersonX catches the bus,[],[],"[""none""]",[],[],[],"[""check the schedule"", ""get change""]",[],"[""ride"", ""get off""]","[""catches"", ""bus""]",tst
PersonX catches the bus,[],[],"[""none""]",[],[],[],"[""to start from home early"", ""to reach the bus stop well in time""]",[],"[""to go to his office punctually"", ""to buy a ticket in the bus""]","[""catches"", ""bus""]",tst
PersonX catches the bus,[],[],[],"[""rushed"", ""excited""]",[],[],[],[],[],"[""catches"", ""bus""]",tst
PersonX catches the bus,[],[],[],"[""prompt"", ""responsible"", ""serious""]",[],[],[],[],[],"[""catches"", ""bus""]",tst
PersonX catches the bus,[],[],[],"[""Punctual"", ""In need""]",[],[],[],[],[],"[""catches"", ""bus""]",tst
PersonX meets someone,[],"[""happy"", ""liked""]",[],[],[],"[""none""]",[],"[""happy"", ""social"", ""engaged""]",[],"[""meets"", ""someone""]",tst
PersonX meets someone,[],"[""excited""]",[],[],[],"[""to be in a relationship"", ""to have more friends""]",[],"[""hopeful"", ""interested""]",[],"[""meets"", ""someone""]",tst
PersonX meets someone,[],"[""happy""]",[],[],[],"[""none""]",[],"[""happy""]",[],"[""meets"", ""someone""]",tst
PersonX meets someone,"[""They talk back to X."", ""They show interest in X.""]",[],[],[],"[""Person X talks about events."", ""Person X asks them about their life.""]",[],[],[],[],"[""meets"", ""someone""]",tst
PersonX meets someone,"[""increases awareness"", ""relationship is developed""]",[],[],[],"[""increases familiarity"", ""establishes a relationship""]",[],[],[],[],"[""meets"", ""someone""]",tst
PersonX meets someone,[],[],"[""hang out"", ""go somewhere"", ""talk about something""]",[],[],[],"[""get ready to go out"", ""put on nice clothes""]",[],"[""hang out with them"", ""talk with them""]","[""meets"", ""someone""]",tst
PersonX meets someone,[],[],"[""to go to a bar"", ""to to talk on the phone""]",[],[],[],"[""none""]",[],"[""to get their number"", ""to go for a drink"", ""to go dancing""]","[""meets"", ""someone""]",tst
PersonX meets someone,[],[],[],"[""interested"", ""curious""]",[],[],[],[],[],"[""meets"", ""someone""]",tst
PersonX meets someone,[],[],[],"[""excited"", ""caring""]",[],[],[],[],[],"[""meets"", ""someone""]",tst
PersonX meets someone,[],[],[],"[""social"", ""friendly""]",[],[],[],[],[],"[""meets"", ""someone""]",tst
PersonX runs laps,[],"[""none""]",[],[],[],"[""to complete a race"", ""to train for an athletics competition""]",[],"[""good about themselves"", ""satisfied""]",[],"[""runs"", ""laps""]",tst
PersonX runs laps,[],"[""none""]",[],[],[],"[""to compete""]",[],"[""energized.""]",[],"[""runs"", ""laps""]",tst
PersonX runs laps,[],"[""none""]",[],[],[],"[""to train""]",[],"[""eager"", ""fit"", ""healthy""]",[],"[""runs"", ""laps""]",tst
PersonX runs laps,"[""none""]",[],[],[],"[""gets very sweaty"", ""runs out of breath"", ""becomes thirsty""]",[],[],[],[],"[""runs"", ""laps""]",tst
PersonX runs laps,"[""none""]",[],[],[],"[""is out of breath"", ""sweats"", ""legs become rubbery""]",[],[],[],[],"[""runs"", ""laps""]",tst
PersonX runs laps,"[""none""]",[],[],[],"[""gets exercise"", ""gets sweaty"", ""muscles sore"", ""becomes fit""]",[],[],[],[],"[""runs"", ""laps""]",tst
PersonX runs laps,[],[],"[""none""]",[],[],[],"[""shoes"", ""to go outside""]",[],"[""to drink water"", ""take a shower""]","[""runs"", ""laps""]",tst
PersonX runs laps,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to get exercise"", ""to be fit""]","[""runs"", ""laps""]",tst
PersonX runs laps,[],[],"[""none""]",[],[],[],"[""to put on her running gear"", ""to go to the track""]",[],"[""to get a cool drink"", ""to sit and rest"", ""to go home""]","[""runs"", ""laps""]",tst
PersonX runs laps,[],[],[],"[""Flowing"", ""Exertive""]",[],[],[],[],[],"[""runs"", ""laps""]",tst
PersonX runs laps,[],[],[],"[""power"", ""calm""]",[],[],[],[],[],"[""runs"", ""laps""]",tst
PersonX runs laps,[],[],[],"[""athletic"", ""fast""]",[],[],[],[],[],"[""runs"", ""laps""]",tst
PersonX wears gloves,[],"[""none""]",[],[],[],"[""to protect his hands"", ""to prvent cold""]",[],"[""satisfied"", ""happy""]",[],"[""wears"", ""gloves""]",tst
PersonX wears gloves,[],"[""none""]",[],[],[],"[""to protect hands"", ""to be warm"", ""to look good""]",[],"[""content"", ""calm""]",[],"[""wears"", ""gloves""]",tst
PersonX wears gloves,[],"[""none""]",[],[],[],"[""to stay warm"", ""to protect their hands""]",[],"[""warm"", ""safe""]",[],"[""wears"", ""gloves""]",tst
PersonX wears gloves,"[""none""]",[],[],[],"[""his hand worm up"", ""no effect""]",[],[],[],[],"[""wears"", ""gloves""]",tst
PersonX wears gloves,"[""none""]",[],[],[],"[""hands get sweaty"", ""protects self""]",[],[],[],[],"[""wears"", ""gloves""]",tst
PersonX wears gloves,[],[],"[""none""]",[],[],[],"[""to search the garage for them"", ""check for bugs inside them""]",[],"[""to put them on"", ""pull weeds from the garden""]","[""wears"", ""gloves""]",tst
PersonX wears gloves,[],[],"[""none""]",[],[],[],"[""to get a pair of gloves."", ""to put the gloves on.""]",[],"[""to keep their hands warm."", ""to protect their hands.""]","[""wears"", ""gloves""]",tst
PersonX wears gloves,[],[],"[""none""]",[],[],[],"[""find gloves"", ""put gloves on""]",[],"[""do work with dirty things"", ""work in a lab""]","[""wears"", ""gloves""]",tst
PersonX wears gloves,[],[],[],"[""careful"", ""fastidious"", ""sensitive""]",[],[],[],[],[],"[""wears"", ""gloves""]",tst
PersonX wears gloves,[],[],[],"[""elegant"", ""graceful""]",[],[],[],[],[],"[""wears"", ""gloves""]",tst
PersonX wears gloves,[],[],[],"[""fastidious"", ""clean""]",[],[],[],[],[],"[""wears"", ""gloves""]",tst
PersonX makes thanksgiving dinner,[],"[""none""]",[],[],[],"[""to make a nice meal""]",[],"[""proud of their cooking""]",[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],"[""happy.""]",[],[],[],"[""family and friends to come.""]",[],"[""happy.""]",[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],"[""fulfilled""]",[],[],[],"[""to celebrate""]",[],"[""fulfilled""]",[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,"[""none""]",[],[],[],"[""dirty"", ""tired""]",[],[],[],[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],[],[],[],[],[],"[""to buy ingredients"", ""to cook a meal""]",[],[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],[],[],[],[],[],"[""choosing the place"", ""arrangement of money for expenses""]",[],[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],[],[],[],[],[],"[""go to the store"", ""buy ingredients""]",[],[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],[],"[""eat it"", ""say thanks""]",[],[],[],[],[],"[""sets it out"", ""eats it""]","[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],[],"[""to start eating"", ""to help out""]",[],[],[],[],[],"[""to serve the food for guests"", ""to carve the turkey""]","[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],[],[],"[""generous"", ""industrious""]",[],[],[],[],[],"[""makes"", ""thanksgiving""]",tst
PersonX makes thanksgiving dinner,[],[],[],"[""artistic"", ""creative""]",[],[],[],[],[],"[""makes"", ""thanksgiving""]",tst
PersonX needs a shot,[],"[""none""]",[],[],[],"[""none""]",[],"[""nervous"", ""worried""]",[],"[""needs"", ""shot""]",tst
PersonX needs a shot,[],"[""none""]",[],[],[],"[""none""]",[],"[""annoyed""]",[],"[""needs"", ""shot""]",tst
PersonX needs a shot,[],"[""none""]",[],[],[],"[""to be strong"", ""to avoid getting sick""]",[],"[""sick"", ""ill"", ""weak""]",[],"[""needs"", ""shot""]",tst
PersonX needs a shot,"[""HAPPY"", ""GOOD""]",[],[],[],"[""SIX"", ""FOUR""]",[],[],[],[],"[""needs"", ""shot""]",tst
PersonX needs a shot,"[""none""]",[],[],[],"[""gets cured for disease"", ""gets a shot""]",[],[],[],[],"[""needs"", ""shot""]",tst
PersonX needs a shot,"[""none""]",[],[],[],"[""goes to the doctor"", ""gets a vaccine""]",[],[],[],[],"[""needs"", ""shot""]",tst
PersonX needs a shot,[],[],"[""make him a snack"", ""smile at them""]",[],[],[],"[""none""]",[],"[""to get a bandage"", ""to have a snack""]","[""needs"", ""shot""]",tst
PersonX needs a shot,[],[],"[""none""]",[],[],[],"[""to go to the doctor"", ""to get sick""]",[],"[""to cry"", ""to put a bandaid on""]","[""needs"", ""shot""]",tst
PersonX needs a shot,[],[],[],"[""grumpy"", ""sad"", ""stressed""]",[],[],[],[],[],"[""needs"", ""shot""]",tst
PersonX needs a shot,[],[],[],"[""healthy"", ""brave""]",[],[],[],[],[],"[""needs"", ""shot""]",tst
PersonX wants to wear,[],"[""none""]",[],[],[],"[""to wear a nice dress.""]",[],"[""happy""]",[],"[""wants"", ""wear""]",tst
PersonX wants to wear,[],"[""none""]",[],[],[],"[""to express""]",[],"[""expressive""]",[],"[""wants"", ""wear""]",tst
PersonX wants to wear,"[""none""]",[],[],[],"[""PersonX gets dressed"", ""PersonX insists on their way""]",[],[],[],[],"[""wants"", ""wear""]",tst
PersonX wants to wear,"[""none""]",[],[],[],"[""puts it on"", ""looks for it in their closet"", ""makes an outfit""]",[],[],[],[],"[""wants"", ""wear""]",tst
PersonX wants to wear,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""wants"", ""wear""]",tst
PersonX wants to wear,[],[],"[""none""]",[],[],[],"[""to see it"", ""to buy it""]",[],"[""to show it to her friends"", ""to go for the party""]","[""wants"", ""wear""]",tst
PersonX wants to wear,[],[],"[""none""]",[],[],[],"[""Find some extra money."", ""Go to your clothing store.""]",[],"[""Buys it on sale."", ""Shows it off to friends.""]","[""wants"", ""wear""]",tst
PersonX wants to wear,[],[],[],"[""desirous"", ""fashionable""]",[],[],[],[],[],"[""wants"", ""wear""]",tst
PersonX wants to wear,[],[],[],"[""self-conscious"", ""daring""]",[],[],[],[],[],"[""wants"", ""wear""]",tst
PersonX wants to wear,[],[],[],"[""anticipating"", ""planning""]",[],[],[],[],[],"[""wants"", ""wear""]",tst
PersonX is well prepared,[],"[""none""]",[],[],[],"[""to get an a""]",[],"[""ready"", ""determined""]",[],"[""well"", ""prepared""]",tst
PersonX is well prepared,[],"[""none""]",[],[],[],"[""to have everything ready""]",[],"[""organized""]",[],"[""well"", ""prepared""]",tst
PersonX is well prepared,"[""none""]",[],[],[],"[""doesn't worry"", ""day goes well""]",[],[],[],[],"[""well"", ""prepared""]",tst
PersonX is well prepared,"[""none""]",[],[],[],"[""Focuses"", ""Exhales deeply""]",[],[],[],[],"[""well"", ""prepared""]",tst
PersonX is well prepared,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to do a good job"", ""to not fumble""]","[""well"", ""prepared""]",tst
PersonX is well prepared,[],[],"[""none""]",[],[],[],"[""to have studied"", ""to have practiced"", ""to have all the material required""]",[],"[""to win"", ""to pass the exam""]","[""well"", ""prepared""]",tst
PersonX is well prepared,[],[],[],"[""pragmatic"", ""forward thinking""]",[],[],[],[],[],"[""well"", ""prepared""]",tst
PersonX is well prepared,[],[],[],"[""Organized"", ""Calcualting""]",[],[],[],[],[],"[""well"", ""prepared""]",tst
PersonX is well prepared,[],[],[],"[""competent"", ""reliable""]",[],[],[],[],[],"[""well"", ""prepared""]",tst
PersonX has a fear of heights,[],"[""none""]",[],[],[],"[""none""]",[],"[""flawed""]",[],"[""fear"", ""heights""]",tst
PersonX has a fear of heights,"[""none""]",[],[],[],"[""Knees shake"", ""Hands tremble"", ""Gets vertigo""]",[],[],[],[],"[""fear"", ""heights""]",tst
PersonX has a fear of heights,"[""none""]",[],[],[],"[""gets lower"", ""cries from fear""]",[],[],[],[],"[""fear"", ""heights""]",tst
PersonX has a fear of heights,"[""none""]",[],[],[],"[""Avoids heights"", ""Goes to the doctor to treat his fear""]",[],[],[],[],"[""fear"", ""heights""]",tst
PersonX has a fear of heights,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to stay on the ground"", ""not get on a plane""]","[""fear"", ""heights""]",tst
PersonX has a fear of heights,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to get over the fear"", ""to avoid heights""]","[""fear"", ""heights""]",tst
PersonX has a fear of heights,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to avoid bridges"", ""to stay low"", ""to avoid skyscrapers""]","[""fear"", ""heights""]",tst
PersonX has a fear of heights,[],[],[],"[""timid"", ""damaged""]",[],[],[],[],[],"[""fear"", ""heights""]",tst
PersonX has a fear of heights,[],[],[],"[""impeded"", ""emotional""]",[],[],[],[],[],"[""fear"", ""heights""]",tst
PersonX leaves the library,[],"[""none""]",[],[],[],"[""to go home.""]",[],"[""glad she went to the library and is ready to relax at home.""]",[],"[""leaves"", ""library""]",tst
PersonX leaves the library,[],"[""none""]",[],[],[],"[""to go somewhere else""]",[],"[""studious""]",[],"[""leaves"", ""library""]",tst
PersonX leaves the library,[],"[""none""]",[],[],[],"[""to get some dinner""]",[],"[""happy to get some food"", ""tired""]",[],"[""leaves"", ""library""]",tst
PersonX leaves the library,"[""none""]",[],[],[],"[""They put their books in their satchel bag."", ""they get on their bike to cycle home."", ""They get in their car to drive home"", ""They check the road outside the library is clear to get to their car.""]",[],[],[],[],"[""leaves"", ""library""]",tst
PersonX leaves the library,"[""none""]",[],[],[],"[""Goes home"", ""Goes to the park""]",[],[],[],[],"[""leaves"", ""library""]",tst
PersonX leaves the library,[],[],"[""none""]",[],[],[],"[""enter the library"", ""find a library to go to""]",[],"[""get in their car"", ""go home""]","[""leaves"", ""library""]",tst
PersonX leaves the library,[],[],"[""none""]",[],[],[],"[""study in the library"", ""work in the library""]",[],"[""go home"", ""take rest""]","[""leaves"", ""library""]",tst
PersonX leaves the library,[],[],[],"[""well read"", ""studious""]",[],[],[],[],[],"[""leaves"", ""library""]",tst
PersonX leaves the library,[],[],[],"[""curious"", ""intellectual""]",[],[],[],[],[],"[""leaves"", ""library""]",tst
PersonX leaves the library,[],[],[],"[""Dedicated"", ""Studious""]",[],[],[],[],[],"[""leaves"", ""library""]",tst
PersonX throws some bread,[],"[""none""]",[],[],[],"[""to feed the ducks""]",[],"[""kind""]",[],"[""throws"", ""bread""]",tst
PersonX throws some bread,[],"[""none""]",[],[],[],"[""to throw away old food""]",[],"[""guilty""]",[],"[""throws"", ""bread""]",tst
PersonX throws some bread,"[""none""]",[],[],[],"[""swarmed by birds"", ""arrested for littering""]",[],[],[],[],"[""throws"", ""bread""]",tst
PersonX throws some bread,"[""none""]",[],[],[],"[""cleans up the bread"", ""stress is relieved""]",[],[],[],[],"[""throws"", ""bread""]",tst
PersonX throws some bread,"[""none""]",[],[],[],"[""they get hungry"", ""they have to find other food to eat""]",[],[],[],[],"[""throws"", ""bread""]",tst
PersonX throws some bread,[],[],"[""none""]",[],[],[],"[""to go to the duck pond"", ""to buy some day old bread""]",[],"[""to sit and watch the ducks for a while"", ""to take pictures of the ducks""]","[""throws"", ""bread""]",tst
PersonX throws some bread,[],[],"[""none""]",[],[],[],"[""Buy some bread"", ""Find a spot""]",[],"[""Feed some birds"", ""Keep bread from going to waste""]","[""throws"", ""bread""]",tst
PersonX throws some bread,[],[],"[""none""]",[],[],[],"[""take the bread from package"", ""see some piegons""]",[],"[""feed the birds"", ""throw the bread away""]","[""throws"", ""bread""]",tst
PersonX throws some bread,[],[],[],"[""unfaithful"", ""careless""]",[],[],[],[],[],"[""throws"", ""bread""]",tst
PersonX throws some bread,[],[],[],"[""careful"", ""kind""]",[],[],[],[],[],"[""throws"", ""bread""]",tst
PersonX throws some bread,[],[],[],"[""careless"", ""athletic""]",[],[],[],[],[],"[""throws"", ""bread""]",tst
PersonX feels very embarrassed,[],"[""none""]",[],[],[],"[""none""]",[],"[""like they want to hide."", ""frustrated because they're embarrassed.""]",[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],"[""none""]",[],[],[],"[""none""]",[],"[""stupid"", ""nervous"", ""uncomfortable""]",[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],"[""none""]",[],[],[],"[""none""]",[],"[""regretful""]",[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,"[""none""]",[],[],[],"[""BLUSHES"", ""CRIES""]",[],[],[],[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,"[""none""]",[],[],[],"[""Person tries to hide."", ""Person x cries.""]",[],[],[],[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,"[""none""]",[],[],[],"[""heart rate increases"", ""sweats"", ""runs away"", ""hides""]",[],[],[],[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],[],"[""none""]",[],[],[],"[""to do something bad"", ""to do it in front of someone""]",[],"[""to run away"", ""to forget about it happening""]","[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],[],"[""none""]",[],[],[],"[""to have done something silly"", ""to have been exposed in front of everyone"", ""to have messed up on stage""]",[],"[""to cry"", ""to hide"", ""to never go out again""]","[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to recover from that feeling"", ""to do something for that""]","[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],[],[],"[""selfconscious"", ""awkward"", ""anxious"", ""sensitive""]",[],[],[],[],[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],[],[],"[""awkward"", ""self-conscious""]",[],[],[],[],[],"[""feels"", ""embarrassed""]",tst
PersonX feels very embarrassed,[],[],[],"[""ashamed"", ""humiliated""]",[],[],[],[],[],"[""feels"", ""embarrassed""]",tst
PersonX blows through town,[],"[""surprised and anxious""]",[],[],[],"[""to inform people""]",[],"[""happy to inform others""]",[],"[""blows"", ""town""]",tst
PersonX blows through town,[],"[""none""]",[],[],[],"[""get there quickly""]",[],"[""rushed""]",[],"[""blows"", ""town""]",tst
PersonX blows through town,[],"[""none""]",[],[],[],"[""to get away"", ""to pass through town""]",[],"[""free""]",[],"[""blows"", ""town""]",tst
PersonX blows through town,"[""none""]",[],[],[],"[""leaves many possessions behind"", ""is pursued""]",[],[],[],[],"[""blows"", ""town""]",tst
PersonX blows through town,[],[],"[""none""]",[],[],[],"[""to get in the car"", ""to go too fast""]",[],"[""to stop"", ""to get out of the car""]","[""blows"", ""town""]",tst
PersonX blows through town,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""city"", ""car""]","[""blows"", ""town""]",tst
PersonX blows through town,[],[],"[""none""]",[],[],[],"[""to have a car"", ""to be in a rush""]",[],"[""to get way"", ""to experience some place new""]","[""blows"", ""town""]",tst
PersonX blows through town,[],[],[],"[""exuberant"", ""quick""]",[],[],[],[],[],"[""blows"", ""town""]",tst
PersonX blows through town,[],[],[],"[""Careless"", ""Selfless""]",[],[],[],[],[],"[""blows"", ""town""]",tst
PersonX brings the puppy,[],"[""none""]",[],[],[],"[""to be nice"", ""to watch over the puppy""]",[],"[""good about themselves"", ""caring""]",[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],"[""also happy""]",[],[],[],"[""entertain his children""]",[],"[""playful"", ""happy""]",[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],"[""none""]",[],[],[],"[""to groom him""]",[],"[""competent"", ""caring""]",[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,"[""none""]",[],[],[],"[""gets licked"", ""gets bitten""]",[],[],[],[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,"[""none""]",[],[],[],"[""gets licked"", ""gets asked to play""]",[],[],[],[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,"[""none""]",[],[],[],"[""gets slobber on their hands"", ""is licked"", ""steps in puppy poo""]",[],[],[],[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],[],"[""none""]",[],[],[],"[""She puts him in crate."", ""Puts him in the car.""]",[],"[""She weighs him."", ""They  gave him a shot.""]","[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],[],"[""none""]",[],[],[],"[""go to pet store"", ""select the pet""]",[],"[""play with puppy"", ""feed him""]","[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],[],"[""to thank personx"", ""to play with the puppy""]",[],[],[],"[""to have a little dog"", ""to go to the place in question""]",[],"[""to play with the pet"", ""to show it to others""]","[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],[],[],"[""thoughtful"", ""caring""]",[],[],[],[],[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],[],[],"[""loving"", ""caring""]",[],[],[],[],[],"[""brings"", ""puppy""]",tst
PersonX brings the puppy,[],[],[],"[""loving"", ""compassionate""]",[],[],[],[],[],"[""brings"", ""puppy""]",tst
PersonX cracks the eggs,[],"[""none""]",[],[],[],"[""to use for cooking"", ""to use the egg""]",[],"[""satisfied""]",[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],"[""none""]",[],[],[],"[""to eat the eggs""]",[],"[""full""]",[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],"[""none""]",[],[],[],"[""to make breakfast""]",[],"[""anticipation""]",[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,"[""none""]",[],[],[],"[""throws the shell away"", ""whisks the egg""]",[],[],[],[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,"[""none""]",[],[],[],"[""gets hungry"", ""gets hands dirty""]",[],[],[],[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,"[""none""]",[],[],[],"[""gets the yolk"", ""dumps the egg shells""]",[],[],[],[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],[],"[""none""]",[],[],[],"[""goes to shop"", ""get the eggs""]",[],"[""bring new eggs"", ""makes omlet""]","[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],[],"[""none""]",[],[],[],"[""to grab the eggs"", ""to hit them on something""]",[],"[""to put them in a pan"", ""to cook and eat them""]","[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],[],"[""to throw away egg shells"", ""eat food""]",[],[],[],"[""to go to store"", ""buy eggs""]",[],"[""to pour egg contents in pan"", ""mix around with spatula""]","[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],[],[],"[""content"", ""skillful""]",[],[],[],[],[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],[],[],"[""Careless"", ""Absent minded""]",[],[],[],[],[],"[""cracks"", ""eggs""]",tst
PersonX cracks the eggs,[],[],[],"[""skilled"", ""capable""]",[],[],[],[],[],"[""cracks"", ""eggs""]",tst
PersonX sees all of the animals,[],"[""none""]",[],[],[],"[""to explore""]",[],"[""happy""]",[],"[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],"[""none""]",[],[],[],"[""to remember them""]",[],"[""happy"", ""excited"", ""content""]",[],"[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],"[""none""]",[],[],[],"[""experience the wildlife""]",[],"[""excited""]",[],"[""sees"", ""animals""]",tst
PersonX sees all of the animals,"[""none""]",[],[],[],"[""gets bitten"", ""gets cornered""]",[],[],[],[],"[""sees"", ""animals""]",tst
PersonX sees all of the animals,"[""none""]",[],[],[],"[""smiles"", ""sees animal for first time""]",[],[],[],[],"[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],[],"[""none""]",[],[],[],"[""to go to the zoo"", ""walk towards the cage""]",[],"[""study about animals"", ""prepare a ppt""]","[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],[],"[""none""]",[],[],[],"[""visits a zoo"", ""visits a farm""]",[],"[""to enjoy surroundings"", ""to be educated""]","[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],[],"[""none""]",[],[],[],"[""find out where the animals are"", ""go where the animals are located""]",[],"[""to reflect on what they've seen"", ""to see more animals in the future""]","[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],[],[],"[""curious"", ""loving""]",[],[],[],[],[],"[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],[],[],"[""observant"", ""aware""]",[],[],[],[],[],"[""sees"", ""animals""]",tst
PersonX sees all of the animals,[],[],[],"[""interested"", ""curious""]",[],[],[],[],[],"[""sees"", ""animals""]",tst
PersonX is a quick learner,[],"[""none""]",[],[],[],"[""none""]",[],"[""proud and happy""]",[],"[""quick"", ""learner""]",tst
PersonX is a quick learner,[],"[""none""]",[],[],[],"[""none""]",[],"[""blessed""]",[],"[""quick"", ""learner""]",tst
PersonX is a quick learner,[],"[""none""]",[],[],[],"[""none""]",[],"[""proud""]",[],"[""quick"", ""learner""]",tst
PersonX is a quick learner,"[""none""]",[],[],[],"[""person x takes tests"", ""person x passes test""]",[],[],[],[],"[""quick"", ""learner""]",tst
