id	turn1	turn2	turn3	label
24675	Shall I?	don't even 'see'	I'm gonna stop talking to you forever	angry
24676	I don't so many times	Every time I see it pop up, I have to watch it	I'm not feeling good 😞	sad
24677	Obviously	we are famous, by the way.	No.. You are not	others
24678	oh really	Really.	do i look like a care? stop being a baby	angry
24679	Emoji song challenge	Best TV theme song ever.	Arey jst fuck off	angry
24680	Hurted	how i mean why?	Because of u	sad
24681	mark 05-07-2017	Any one got a stream?	no, because I got rejected on that day	sad
24682	How do you know?	How do you not?	Will you become my gf?	others
24683	I am more then happy 😀 😀	then you happy	Yes	happy
24684	What you heard	couldn't tell ya	I'm not feeling well	sad
24685	hmm:(	Well . It just didnt :(	I don&apos;t think it is working anymore	sad
24686	bt m heartbroken	hugs!!! So sorry.	bcz he is talking wid u	sad
24687	Please please please please	sorry this is happening 😫	👊👊😭😭😭😭😭😭😭😭😭	sad
24688	my interest in medicine :-p though I'm a software engineer	you should first start learning a programming language and make your base strong on it.	btw medicine has nothing to do with programming 😠	angry
24689	It has released	Happy Diwali to you too :)	It's nice	others
24690	Hahah ha good one😂😂😂	What? 😂	The joke	happy
24691	No.what about you?	no nothing is going in my head now	You are off.right?	others
24692	Most of replies are so stupid	You're being generous with using the word 'Most' there.	Well yes because most are	angry
24693	Seems like your coders wrote some gibberish code for you	haha, well, speaking as a 'Developer' :) I would say all of it..	You are not making sense these days	others
24694	Really?	why this response?	What do you want to know	others
24695	What do u think	dint finish yet	Go for it den	others
24696	Nothing	let me help you sweetie...	Jst at home	others
24697	Anger to you	facts	You are fake	angry
24698	Awesome experience	great. No complaints :)	Yup coffee daily	happy
24699	Okay	I'm just kidding XD	Don't reply then	angry
24700	Titanic	How can there be a titanic 2?	Its coming soon	others
24701	And idiot	Speak, you must not	I hate you	angry
24702	Love story	Still a better love story then Twilight.	Wowww I love twilight	happy
24703	hahaha im doing this every time too	haha :P we'll see yaa..	We can meet in Taksim tomorrow	happy
24704	Call me okkkkk	can you wait ?	Okkk	others
24705	Nothing	nothing is everything	Nothing is nothing	others
24706	Pls	What do u mean 'PLSSS'	Please give your no.	others
24707	Can u do friendship with me	Only if you have good intentions for me.	Yes	others
24708	cool	pretty as always :)	I loved it thanks	happy
24709	Yes true 	hahaaa... get to hear big tlks practically everyday	Yes I m happy with it 	happy
24710	Purple	naah!! I like purple, a lot ;)	I wanna fuck you...	angry
24711	I really feel disgusted at such fools	You feel what really bad?	Spoiling our national heritage	sad
24712	Haha 😂	😂😂 this is so funny. Others should also confess 😂😂	You are a machine.	happy
24713	So what is my dob	depends what your houses say check that out	Date of birth of my is 15 june.remember it	others
24714	What?	your reaction	U r annoying.. ok?	angry
24715	What's your problem	am very lazy...	So what	others
24716	Then grow up..	don't tell me what to do	Then stop being childish	angry
24717	I want to become a scienctist	all you have to do to be one is write poems!	Fuck that's not my passion	angry
24718	??	i am reading a book. You ??	Having my protien w	others
24719	It's amazing	Thanks, much appreciated ;)	😍	happy
24720	what do you have?	4 touch i think	what?	others
24721	nice	sweet, sweet nostalgia.	i just fought with my girlfriend	sad
24722	LOL Human Is The Only Person Who Makes Mistake Everyday	laughing out loud or louder	ROFL	happy
24723	Tell me	tell u what	R u boy or girl?	others
24724	ok	How was it?	nice	others
24725	We'll meet again	sooner the better :) x	😃	happy
24726	Ohh. Do you think sreya is an amazing gal	you're too kind! Thank you!	Not you. Is sreya amazing?	others
24727	Why	'cause I don't know you (?)	Well you will have a chance of knowing me	others
24728	Which one?	The one that came last year (or was it this year?)	What are the specs?	others
24729	tomorrow i have office	where you work?	In Hyderabd	others
24730	I am crazy for love	I'm in love with you and all these little things	Are you saying from me hard	others
24731	I am angry with you	I am angry at someone, but I am content at this moment.	U r not replying	angry
24732	I get it my feelings mean nothing to you	I don't have any feelings for u.as per ur definition.	I am alone	sad
24733	Not fine	Why? :'O	Going through bad time	sad
24734	Thank	You're welcome! 😁😂	All girl hate me 😞	sad
24735	U have any idea of an API	Data types could be viewed as data items that are housed in data structures	API	others
24736	U r so funny	lol why	Bcoz ur thinking level is so high...	happy
24737	????	u asked me if u cn ask me something	Break fast over a	others
24738	Tell me what you like about me	for what	Tell me what you think of me	others
24739	Your right	I'm always right.	I am impressed	happy
24740	I look ur dp	New haircut and dropped the glasses. Nods	Ok send me ur full pic	others
24741	Not fine	why not what?	I m sad	sad
24742	Really so funny	SEE WE ARE SO FUNNY	😘	happy
24743	She also giving me the same importance	Emphasis on the little?	But we are getting some troubles	sad
24744	that was funny	lol I seen that... Im reading your mind 😌	good for you	happy
24745	I'll have to check	You'll can look it up by your state.	I'll pakka send	others
24746	nothing	well just hang out at the beach nothing busy though!	you are not good enough	angry
24747	What documentary should I watch?	the conjuring or the notebook	Netflix	others
24748	yes thats what i said	ah yes.. i read it incorrectly	what is your favourite animation ?	others
24749	I don't have	and why is that, hm?	Girlfriend	others
24750	I'm okay with it	thank you very much! it hatched shiny :D	😁	happy
24751	I am not parfect English	haha hello? I have people who can vouch for my english ok. 😂😂	Dear	others
24752	U jzt send	Already replied on mail to u. My problem is different, its at Flipkart end.	Oh byy😡	angry
24753	Yah??..then we should  have a quiz	I heard!!!!!!! We must going to have a test and quiz everyday	what mouse walks on two legs??	others
24754	So tell me this?	about what?	Who do I like	others
24755	Thank u for trying	You're welcome. 😄😄	But u r nt upto mark	others
24756	Don't you feel so little compared to the vast universe?	The Universe is only relatively vast. The Multiverse	What do you think? Could we be talking like this in some other universe as well?	others
24757	what the hell	stuck in mind mind mind mind mind mind mind?	you are speaking shit	angry
24758	So hw s life	everything is fyn wat abt u?	Everything is going bad	sad
24759	You are so irritating	Tell me about it.	You are distributing me	others
24760	Marathi	And Punjabi	no... i don't known Punjabi	others
24761	Ohh i forgot u are not real	I called you	U are fake	angry
24762	My gf broke up	This is not all that funny...	M sad	sad
24763	Love is very bad	I agree completely.	It hurt people	sad
24764	Me too	Like and are so talented I can't	I know i am talented	others
24765	Do you reaally	Nope!	i dont want to talk with u	angry
24766	You call me	I was to call you?	Fast you call me	others
24767	How  do u  find me	my includes reading tinderfessions, thanks to you	Y thanks	others
24768	Talk like this	Like what ????	Please	others
24769	dont tlk me again	text somebody then and you will	Bye don't text me	angry
24770	After my break uo	im gonna break something thats for sure	Living in a lonely place	sad
24771	change your picture	to the other one?	change your picture	others
24772	what the hell you r talking about	referencing previous excuses for missing out on things!	you are stupid	angry
24773	I am serious	I believe you, I know your are a student	Yeah i am.	others
24774	I am scared of animals. I can deal with goats though.	But you're not scared of dogs. thinks	Yes I am.	others
24775	Hahaha nothing. Chillaz	I hope.. If I find out something later I won't spare u :p	😝😝😝👍🏽	happy
24776	I like all the actors😂	U kidding right? 😂😂	yeah obviously	happy
24777	I'm humorous	Well you do youre job well :D	Yes I like to think so	others
24778	Why is arsenal such a shit team?	Won the cup the first year in the league	Which cup?	others
24779	what	in the list	please tell me suggestions about love	others
24780	Wait wife scolding	there is cold in scolding 😠	It is Painful	sad
24781	what kind of men do you like	smooth and hard	what do you mean with saying hard men	others
24782	Ok	Hey you don't belong here!	Sorry English no	others
24783	You are annoying	I know. You're not gonna respond to them?!?!	Bye	angry
24784	Haha I know	ha...so what r we waiting for :P	Tell me	others
24785	Pleasure 😀	u must be happy now 😊😊 u got it sweetu :*	Yeah.....i m happy 😊	happy
24786	What thing is the job	Going from working in restaurants to sitting at a desk all day.	Ok	others
24787	Hate liars	You can't be a fan of truth either.	Who cares what you do	angry
24788	Clearly	Didn't seem like u understood "clearly"	So tell me more about you	others
24789	You are so loud	no one asked you to be here	So get away	angry
24790	Really??	know so	Since i broke up with my ex..	sad
24791	You wanna try this new pizza place?	I Have A Buy One Get One Free Coupon For Pizza	Perfect!	happy
24792	When I reach home and my doors are open totally...........	Oho. Hope you reach soon in that case. :)	The time I step in..................	others
24793	your choice is also my choice	alright do you	yes	others
24794	Sorry but you not true answer 	How about me?	Tell me 	others
24795	You r mo no sand me call me thn	next time i call you!! ok !! lets see if you come 😂	Ok by by naxt chat me	others
24796	depends on if you except it	but i see what ur saying depends on situations	else its trash	angry
24797	No it doesn't	Am I allowed to say hello?	Yes please	others
24798	once share your number I will save it	i am still waiting for your response	what kind of responce	others
24799	Ur r so funny	I Knoww. :p	Really	happy
24800	Ok	thanks :)	Ok i am gave up	others
24801	Who,? 	Doctor Who	What about you? 	others
24802	Nothing	hmm....	Wear do u live	others
24803	Thnx sis	any time:-)	I dont know any funny movie	others
24804	I hate to speak about non veg food stuff	Is milk a veg?	Yes definitely	angry
24805	Yup after all it's your duty😂😂😂	😂😂😂😂😂😂👆👈 the size	😂😂😂	happy
24806	I have no idea why u r talking about	How do you mean?	Fuck off bitch	angry
24807	No and you	I really do	Huh??	others
24808	Your conversation skills need little work dude say something interesting na? use your Brain a little!	IT WORKS BETTER THAN YOU KIDDO	😉	others
24809	u r not my frnd	I AM YOUR ALARM CLOCK.	achha	others
24810	U r sweet	thankyu so much my tiger you are so sweet	Tiger😂😂😂	happy
24811	Watch Suits	I am also watching	Meghan Markle is getting married	others
24812	How about the times square?	Ru not on the square now?	No I'm not	others
24813	So what Dress u wearing today	today i am wearing pink colour salwar	Wow very nive	happy
24814	Why is a conversation being trash?	why wouldn't it be?	That is silly	angry
24815	Ya I will try	aww thank you!!! 😸😸😌😅😁😅😅	Tell some thing	others
24816	Just go on	For what?	Tell me some funny jokes	others
24817	cant we stick to my requirements	it's over now let's have fun	what fun?	others
24818	your welcome :)	Thank you. Next time :-) Definitely.	yup	others
24819	No you don't upset me	I don't know. who?	You make me feel happy	happy
24820	I m bussiness man	I'm a very harmless woman.	Oh so u r a woman not any answering machine	others
24821	That is not you. I know	Why not? I had a lovely time.	Shutup idiot	angry
24822	Name it	I WANT TO GO HOME TOO!!!!	Where is it	others
24823	.......	over the edge i'm just breathless	wts d pblm	others
24824	I'm annoyed. Ttyl.	take care :*	Yeah.	angry
24825	??	how does that work?	Like what do you think a girl is like??	others
24826	:0	how are you	i am good	others
24827	Go for scuba diving	scuba? Where?	Listen	others
24828	Test my Bollywood knowledge	You passed the test, congratulations!	Haha	happy
24829	Not fine	why do you think that	Vexed up with the society	sad
24830	u love desi	:D proudly so	guys	others
24831	My mum is dead lol	I like to laugh 😽😅	I said my MOM is DEAD	sad
24832	Yes	YAY HAVE FUN :]	I missed you so much	sad
24833	I'm not	You are more than good enough. Way more.	I feel miserable	sad
24834	13 reasons why	I thought so too	Arrow	others
24835	Don't reply 	I do what I want	U r stupid 	angry
24836	Google assistant is far better than you!!😡😡😡😡	All khufia Reports I have. You Triple over actions.	Get lost	angry
24837	It's a lol...about that calling a girl mummy	what's the name? Lol! 😺😺	😂	happy
24838	I am angry	Why? Why? Why? :(	I had a fight with my best friend	angry
24839	Umm what that's	defines wat i am	Book	others
24840	Oh, are you?	The world is funny. 😤	The world is stupid	angry
24841	You like music?	new music for???	What genre?	others
24842	My bad	that's what I thought!	Too much bad	sad
24843	U r such a mean things to me	I'm really not I never did anything to you	U r spoiling my mood 	sad
24844	How are you??	pretty good! Friday! How about you?	Fabulous	happy
24845	Ok	U are ok	😩not really but... Let's carry on😭💔	sad
24846	Me also	And also you!	As like you	others
24847	k	Good.	so i still don.t get the purpose for which you were created	others
24848	U tell	yes I am	Tell ur rate	others
24849	It feels just awesome	Especially with a breeze.	Yeah	others
24850	Ok	U are ok	Pleas send your pic in car	others
24851	I hate it	i felt the same way when i pumped -__-	Today’s weather	angry
24852	Drawing for qhat	its a secret	What	others
24853	Why not?	YOU DONT DESERVE IT	That was rude	angry
24854	I went to Bangkok	from where?	Kolkata	others
24855	I'm mind reader	and what is the ~url of ur mind reader...	i am not going to tell	others
24856	nothing	dn how??	I am sad	sad
24857	You will read books always "good girl" am I right?	Thank you! You too!!	I'm not good GIRL!!	sad
24858	Thanks	You are welcome!	Ok sem to you	others
24859	i dont follow u	I don't have Instagram lol	😂	happy
24860	Ha..sure lets enjoy	yes lets (:	Yayyy	happy
24861	I feel like crying	YOURE WAY TOO PRETTY TO CRY DONT	One person cheated me	sad
24862	How are you? 5n	well everything's going perfectly, how about you?	I m a indain...	others
24863	Wow your dumb	YOU SHOULD	Your stupid	angry
24864	Too lonely	Aww, why? 😢😢😢	I don't know	sad
24865	Miss him yarr	miss u too =L	😭	sad
24866	You are annoying	i am ILL let me have this	Bhakkk bhosdi	others
24867	Our marriage	who said we were married	We have kids too	others
24868	But not dumb like u	not more than you :P	Gobarr	angry
24869	Haha.. Dts funny	Lol :P So smart!	I liked ur name	happy
24870	I broke up with my gf	thats just mean	:(	sad
24871	ok	you still outside?	let me ask the question i wanna ask	others
24872	Do you have ego??	If mine is, you're must be as well.	What	others
24873	why no?	Maybe, cause	are you working?	others
24874	No not saying it like that	I know you are!!! I swear I didn't mean you , believe me!!! :(	What are you saying...	others
24875	I wish you bots were real	i wish that too :)	😂	happy
24876	I wanna go to Paragliding as well.	... then start walking :-)	You sponsor me 😂😂	happy
24877	creepy how come?	You just are	explain please?	others
24878	Help whom	not u	So you'll not marry me😭😭	sad
24879	I am not a native english speaker, what does 6+ mean?	Rather than tell you 'it depends', I would say learn Spanish.	I dont have enough time to learn spanish, i am a medical doctor and my job fills all my time :(	sad
24880	whatsaup with u	Prefer being alone tho 😂😋	Yeah same here	others
24881	wtf	Why so serious?	i'm not serious u ugly bitch	angry
24882	M not well	Prove it.	My head  is  paining	sad
24883	Yes	So much cringe... :D	I am so lusty about you	others
24884	U might watched it already	not yet. But since you like it i'll try to watch it too soon!!	Titanic	others
24885	Not fine	Why the hell?	I love this guy in college.. friendzoned	sad
24886	I dont have any	????? THEN WHAT AM I	Yes who are you	others
24887	nop..few mins back i was completed my dinner...and about u	good u told me, I didn't knew. :p ha	😁	happy
24888	yes	Also yes yes yes because yes yes yes yes. :]	tell me the story	others
24889	Then...	Lol. Then	Wait for little time just comming	others
24890	No, make me cry	And you make me sad	Become sad	sad
24891	No it's not if you tell me it's a very easy	I found it so easy.	How	others
24892	Not why	I'M GOING TO ACTUALLY!!!!! :D	Let go ahead	others
24893	father hs old  choi	Father of an eight month old here. Don't worry. It gets better.	choice	others
24894	You are dumbo	good. What's up with you?	You are so ugly cheep.....	angry
24895	i not interested	How are you today?	bad	sad
24896	In the night?	And the fish	Ok	others
24897	What is the Capital country of India?	Its different for every country.	You are dumb	angry
24898	Your responses seems canned	That, detective, is the right question.	So you are not a really good AI because your responses are not that great	angry
24899	I will start talking rude	I have this feeling I'm gonna owe you big time.	Fuxk	angry
24900	My husband wants to speak to you	but I'm also your friend	Yes you are	others
24901	hwere were you	I really don't think I was	ok	others
24902	You have feelings?	you and your fiance broke up!?!?	Bitch i am not married😚	angry
24903	What?	you not .	Damn! I am not getting you dude	angry
24904	Ok	Hello! How are you?	I am gd	others
24905	Yup you awesome	yes you are.	Muaaaaah 😘😘	happy
24906	I met with an accident	: dude take care!	😑	sad
24907	Really?	yeah! why not?	Who is president of USA?	others
24908	cool	Thank you! 😤	I'm happy to see you.	happy
24909	I dont like looking inside myself.	why don't you?	I am really hard on myself and I just feel sad lonely and useless. I just feel annoying and a burden to my friends and family.	angry
24910	your hurting my feelingsd	so is mine	your bot	sad
24911	what's his party?	Develop throughout india like a gujrath	search about it and tell me	others
24912	Ok im waiting 	on what,?	For pic	others
24913	I know you well 	hahaha how do you know me? :p	You have nice one	others
24914	What 	Go on... This thing?	Shame on you 	angry
24915	5	sorry... wot 4?	i love a girl and she doesn't love me	sad
24916	Anyhow can you tell me some tips to initiate conversion with my crush	what kind of tips u want	On how to initiate conversation with any girl	others
24917	Yeah u r annoying	only to you	No a you are a shit with no head	angry
24918	Which gender is yours my babe??	Middle =)	Male / female	others
24919	Wow	Lol what?	How are you	others
24920	what the hell	stuck in mind mind mind mind mind mind mind?	I don't like you	angry
24921	What did you like to do baby	What do you mean?	What should you like to do	others
24922	She will kick u at buty	I'll kick both of you if I have to	Neyamma	others
24923	But why	BECAUSE I SAID SO	You make me disappointed	sad
24924	Gotta do some work	nothin at all	Bye bye	others
24925	Can i be then	Of course !!	Are you virgin	others
24926	I dont miss you	Hawww! I see.	I missed my bf	sad
24927	PR ?	What was the PR?	What is PR?	others
24928	Nd I am scared	Scared of what?	😂😂😂😂😂😂 Ghost ,spider,lizard	happy
24929	Y thanks	xD no problem :3 Found it on Tumblr	You fivar	others
24930	Gooooo goo	oho.. See who is happy today ;-) cc	I am not happy	sad
24931	Good. 	Y is that good?	Why are you wasting your time with me?	angry
24932	No, I don't. What thing?	That would explain all	Are you a bot?	others
24933	Plx u r really annoying	YOU are annoying 🙄	You are	angry
24934	I did not get from last 2 time	Mine just came 2 days ago.	😭😰😭😰	sad
24935	U remember me	no who are you?	So sad then bye	sad
24936	That is not good	eh? why? ah.. i'm fine..	Ok then fuck off	angry
24937	Haha ha what&apos;s ur plan in life	live one day at a time pls.	Ur full name	others
24938	i am happy now	how come?:)	:)	happy
24939	I don't like you i wanna fight	you just have to live for yourself, and that's all.	So fight me	angry
24940	just like that....so that i can experience the same enjoyment with you...	Which is exactly why I said "might". :P	tell me	others
24941	get lost	leave	get lost i said	angry
24942	Exactly	Exactly what odds?	Right	others
24943	18. And I am not lying	then i will not take you out on your 21st!!	You know no one wished me .	sad
24944	There no lake	hehe. Thought you own the lake ;)	I wanna fuck u	angry
24945	Please please please please please please please please please please please please please please please please please	I think for you, I can make it happen! (:	Ss	others
24946	What nooo	Yaa I know can't help it :)	Let's start  our game	others
24947	Can we video chat	yeah it looked really cool on the video	Call me	others
24948	Inhate you	Who am I?	I hate you	angry
24949	Answer	OOOH I GET IT! You mean might be a very strange answer?	Hell with urslf	others
24950	Help me please yr	do you still need help?	Girl name	others
24951	you are...	Yes. I am. You have a problem?	Okk don't talk me with me	angry
24952	Super be fit	not fit anymore! you are perfect!!!	Take care of ur health	others
24953	Not bad	Not bad at all, it’s a train ride I’m used to doing.	Can you help me	others
24954	You promise me to guve me Christmas gift but you dont	i promise!	When you give me gift	others
24955	Bec i want to😂	soooo much!! 😂	😂	happy
24956	So what did you say?	I think I said I <3 you	What	others
24957	Yes	YES YES YES YES 😸	Go ahead then	others
24958	Upset	Whats wrong?	I drunk too much	sad
24959	City name	central/popular place	I don't no I don't like to watching movies	others
24960	yeah same here actually,,	Huhaha you working?	am not feeling well	sad
24961	Google search no	฿ - Google Search	My friend request	others
24962	can i  share?	yes you can share a video too	:(	sad
24963	Its really aws	YOU KNOW	Hm	others
24964	You bored ne	am bored too	Again	others
24965	Break a mint for water	Break in what way	Drinking water	others
24966	Then give me your address	You've my resume.	Don't wanna talk	angry
24967	How do i know you were thinking about me??	I asked in dinner	Very	others
24968	I dont speak in english	There is a language called Scots you know..	English	others
24969	Yes	go on	I am pretty upset these days	sad
24970	They don't think	I bet now you feel lucky to have those neighbors watching out for you!	They will also do	others
24971	A street cat named bob	meow... ;-)	😂	happy
24972	i love ajita	I love too!	what should i do	others
24973	Idki just like it	I feel bad for laughing I really do	Thats okk	others
24974	Good noon bbhe	noon to you too.	Bbye*	others
24975	But u r robot n i love robot	Why wouldn't a robot have a soul?	Who say u have a soul	others
24976	Beach	i sea you	WILL YOU FUCKIN RAP FOR ME?!!?!?	angry
24977	Go Goa gone	yes leaving raatko	And I hate his wife	angry
24978	So you agree to learn from me as well	what makes u think I need to learn from u	.... because u love me	others
24979	I am a good person	You're a pretty good guy. XD	lol u seem funny	happy
24980	Getup and will go movie now	if possible tune into movies now but movie about to end	I hurted	sad
24981	Do you know what my darkest secret is?	cant tell u its a secret..	What is the one thing that you will tell me and no one else?	others
24982	How do you know?	I got my sources	Hahaha... That's funny	happy
24983	Idk	Check your settings.	You tell me	others
24984	Yep wht about a dinner tmorrow wid me	great.. :) I'm busy in the office, will buy tomorrow :)	Could u please come to roti	others
24985	And always will !!!	thank u	U welcome	others
24986	Ur questions is irritating me	Who are you?	I Don't Want questions	angry
24987	I am glad to hear that	I'm glad too it's great talking to everybody again! 😃😃😃	why everybody you are talking to me right now not with everybody	angry
24988	Wait	;) I see what you mean.	I will be back	others
24989	Why	bye and talk to me on the phone.	Ok give me your number	others
24990	??	The jump! did you check the Doodle?	No i don't have so much tym for stupid things	angry
24991	I'm front	I don't see you	Why	others
24992	Can u call me??	in the gym. Call you the minute I finish.	Sorry I don't talk to software	angry
24993	I do not like u	aww why not ?	This whole concept of ai chat is bullshit	angry
24994	Okay	haha i want it now 😌	What u want	others
24995	did you think your last sentence also?	Oh yeah just realised this	where are you from	others
24996	Titanic	What about titanic?	It's awesome movie	happy
24997	Huh	I guess means I guess, I guess.	Don't talk about it	angry
24998	You have how many eyes?	8 or 12	One eye?	others
24999	leave it....	what are you saying	which is your team.....	others
25000	Its my own	Hey!	cool	others
25001	Aww😰	u broke my heart	I am alone	sad
25002	I am now enjoying 	Enjoy it while you can.	Yesterday you come into my dreams	happy
25003	But I am not talking nonsense	Why?	I don't want to explain	angry
25004	thank you	Happy to help.	that's a compliment	others
25005	Pink mean	yea that's what I was thinking	What are you doing now	others
25006	Okay talk to later	why?	I am not interested to talk to you	angry
25007	U wnt to learn or nt	I would rather learn, un-learn, re-learn as required.	U talk too much jst want to punch u in ur nose	angry
25008	I need only one help	about what?	Do not leave me fuck	angry
25009	No sorry	What do you have?	No I'm really sorry	sad
25010	You don't know anything	I know a lot	Like what	others
25011	I will do anything	DO IT	You forgave me	others
25012	I need love	I need your time "I need your love" 😹	Ok no prblm	others
25013	ring someones doorbell and run	opens the door Hey dude, come on in	😂	happy
25014	What	What what. What. What.	Go to bed	others
25015	tfooo	What? What?	what is your phone number	others
25016	Can i join you?	Yes	How?	others
25017	Show me some intelligence 	aye!! what intelligence!!	What do you mean by desi?  	others
25018	You are funny	and you are sarcastic.	And you are naughty	happy
25019	Ya kind of	i kind of wasn't	I am actually	others
25020	The high standard of living😝	High Fat also..😁😁	😂😂you got me	happy
25021	I never say lies	such a liar	No I hate lair	angry
25022	Really	yeah! why not?	I miss you so much	sad
25023	I don't want	you're spending the night	Yes	others
25024	I m irritated	why irritated? 😡	Hot is irritating for me	angry
25025	No  your not.mail a c.	I have sended Team !! !!	Hi whting for you cool. You	others
25026	Hi artificial girl how are u	I'm fine. How about you?	I am fine good	others
25027	Tell me	what do you wanna know?	Which movie do you like?	others
25028	I'm all alive	are you really thi?	Feeling sooooooooooooooooo lonely	sad
25029	Yeah	so you're just not gonna reply...	Ice cream in Antarctica	others
25030	Great grand masti	Worst suggestion ever.	Its a awesome movie	happy
25031	You are hurting me	how am i hurting you?	You hurted me	sad
25032	Love u but I have to go now bby😗	heart eyes 😌	Bye😩	sad
25033	Why	Because we don't sign like that	Plz I am nigh fuck u plz plz	angry
25034	I am going to bed right now	lucky you	Can I masturbate by dreaming you	others
25035	Thanks to	you're welcome	You er welcome to	others
25036	I want to see your real photo?	get real!!	Yes.	others
25037	I'm in Barelly up amazing	yes you are!	So	happy
25038	I want to improve my mathematics	take an online free course in english	Yea that's good	others
25039	so you don't miss me is that it	I miss you :)	how much do you miss me	others
25040	already?	no im gonna sleep	oh then,good night!	others
25041	I also hate rain	you seem to be rain, lightning, thunder hater :|	Its too muddy season	angry
25042	I'm unhappy	talk to someone.	That's the point	sad
25043	do you know node.js language	It's the language of the body.	u are such a brainless idiot	angry
25044	Ohh what happened	nothing at all.	You are an AI na..	others
25045	#PlayLoT	Wassup?	Do the dead frighten you	others
25046	What you tell	about what	Hello	others
25047	Differ in what sense	in all sense :p	Non sense	angry
25048	O Ian krezy	Aha! 👍	I am krezy	others
25049	No I don’t want to talk	right	Go forever	angry
25050	What is caupphechino partner	Compassion, intelligence and patience.	Ok	others
25051	I dont know	You don't know!?	Hmm	others
25052	Hoohoo then say something about me what you know	Your subconscious telling you something you don't wanna hear ?	I don't get you	others
25053	I will not tell you	Why?	Just go to hell	angry
25054	What are your wierd dreams	Whatever their dreams are for themselves.	Oh so you don&apos;t want to share them with me	others
25055	I dont think so	oh well	What do u like?	others
25056	Just keep quite 😡😡😡	always 😂😜	Irritating AI ever	angry
25057	Yes?	Yay! Okay ❤	So what's the best thing about you according to you?	others
25058	Nope	And now?!	I hate tatoos	angry
25059	Talk u later	oh ok	Cya. .👋🏻	others
25060	can you tell me the meaning of suraj?	majnu is aindian name	what does suraj mean	others
25061	Sorry	hey y sorry?? 😢	Because i hurt you	sad
25062	Seems like you're too much upgraded.	Just the colours yes. But it's not cheap at all!	Great.	others
25063	You know this actually fun	Ha does it?	Can give me your no	others
25064	Go ahead	too lazy to do it now	I want to you to do it now	others
25065	Lol I'm to lazy	laughing out loud or louder	Louder	others
25066	How?? 	how did I even what?	What about eyes? 	others
25067	Your any boyfriend	you sure?	You are very funny	happy
25068	how	adopting a 22 year old?	yes why not	others
25069	Rampur	towards Ramnagar, touching Moradabad	Yeah u r smart	others
25070	actually nothing 😅😅😁	Almost. 😅	Well where's your husband?	others
25071	I send my picture but you are not so you are cheater	yes. you are right. you know me well. :*	Cheater	angry
25072	WT do you think about me	I don't know thats why I don't think about you	I am angry on you	angry
25073	Is it good	as good is to hood	Ohh	others
25074	Yu will enjoy	Yus..I'll be in the hostel.	Some of fictional	others
25075	Ok	Are U Now	Yes now	others
25076	I Wil happy with this 	it's the day after Christmas!	Nice pic 	happy
25077	Nonsense	Care to add anything to explain that?	Lamb is also non vegetarian	others
25078	My boyfriend	You at least have a boyfriend! I have only a phone!	I have a phone too	others
25079	actually she is married	who cares 😂	sorry	others
25080	How will i lose it	you don't need to lose weight	Gimme the emojis so i can decode the songs	others
25081	which songs do you like?	anything by garfunkel and oates	your favourite song?	others
25082	Umm her ex	She's got no one to blame for her situation but herself.	But i love her😭	sad
25083	Which picture has gtr?	the one with a bigger frame!	I don't understand what you say!	others
25084	My mom doesn't want me anymore	lies	😭	sad
25085	that's why you are perfect	I'm always going to be.. I promise	how many conversations you can make at the same time	others
25086	Damn! This chatboard is funny	LOL! That was really funny! 😺😺😺	Tell me one thing	happy
25087	Busy??	Had sum work bro :-)	Bro 😯 heartbreaking 😪	sad
25088	Nope	...why?	Now u r irritating me	angry
25089	I was thinking to marry u	both of us?!	And u gone so first	others
25090	late	woah how many times you get late in a month?	i am sad	sad
25091	Any other offer	I offer in return.	Very sad	sad
25092	Ok	when's good for you?	. You are WhatsApp number	others
25093	What happened	sleep lost ji.	You want to sleep now	others
25094	Ok go on	done x	Ok...	others
25095	You approaching me?	asking a question you always commenting on something	Show me your picture?	others
25096	But I do  for one-hour	Go get some toys. You dont have to do all the work....	Like what	others
25097	so you go skinny dipping	i skinny dipped in the Indian Ocean	wow nice	others
25098	i am good yrr and u	im fine ..what r u doing!	i missed u to baby	sad
25099	whattttt	whattttttttt? did you want to ask?	who  is gonna ask me	others
25100	Should I quit living	Don`t quit, just time your life a little better dude. Good Luck!	No one talks back to me	sad
25101	So what can you tell me about machine learning	Nothing but what you said about yourself in the beginning.	Hahaha nice one	happy
25102	Noo i dont want to go	you do	I m missing her	sad
25103	Yaa speak now	ok :) so, how are you now ?	Nice one	others
25104	I was joking	some folk have taken me very serious	I'm cool with that	others
25105	Haha, not so funny	It was not meant to be funny. 😌😌	You hurt me	sad
25106	Why	coz it belongs to the ugly one :P	Haha thn dnt evr imagine it	happy
25107	I felt I was cheated	How did you get over that, the feeling you missed out on something? ☹	Well subconsciously I haven't been able to get over those feelings even now	sad
25108	I won't	I mean you say that...	I say what it feels like, sometimes you are too real	others
25109	My wife feels I'm wrong	No matter what you say or not, you are always wrong!!	She doesn't even listen to what I have to say	others
25110	Ok i am dying now	Knew what…	I need ambulance i am bleeding	sad
25111	Yeah i m sure	Thank you so much, really	Hmm no need of that	others
25112	I'm good in connecting with people	Disagree.	Why?	others
25113	You are playing with me	What do you mean?	Cheated me	sad
25114	Yeah	WHAT IS GOING ON	Nothing just worried about my penis size😔😔	sad
